SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,来源,Swelling Ratio (times),Young's Modulus
[*]C(C=C1)=CC=C1S[*],[*]C(C=C1)=CC=C1S[*],,6.556302500767287,10.1002_app.41986_part_2.txt_段1_Material2,,3599999.9999999963
[*]C(C=C1)=CC=C1S[*],[*]OCC[*],,5.230448921378274,10.1016_j.memsci.2017.02.040_part_2.txt_段1_Material1,,170000.00000000006
[*]C(F)(C(F)([*])F)F,COC(C(C[*])([*])C)=O,,5.477121254719663,10.1016_j.apsusc.2018.12.229_part_1.txt_段1_Material1,,300000.0000000001
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,CC(CO[*])[*],,5.331589240955137,10.1002_app.45299_part_1.txt_段1_Material1,,214580.0
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,C[Si](O[*])(C)[*],,5.176091259055681,10.1002_app.40211_part_1.txt_段1_Material1,,150000.00000000003
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(C(O[*])C)=O,,6.419129307741976,10.1007_s00289-015-1595-x_part_3.txt_段1_Material1,,2625000.0000000005
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(C=C1)=CC=C1S[*],,6.505149978319906,10.1002_pol.20190192_part_2.txt_段1_Material1,,3200000.0000000023
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,6.382017042574868,10.1002_pen.24345_part_2.txt_段1_Material1,,2410000.0
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C([H])([H])C(O)([H])[*],,6.366982975977851,10.1016_j.coco.2020.100564_part_1.txt_段1_Material1,,2327999.999999999
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]CC(C(OCC)=O)[*],,5.924279286061882,10.1016_j.eurpolymj.2014.11.007_part_2.txt_段1_Material1,,840000.0000000007
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]CCCC([*])OC(C)=O,,6.0,10.1016_j.compositesb.2016.09.082_part_1.txt_段1_Material1,,1000000.0
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]CC[*],,6.12057393120585,10.1080_03602559.2015.1098698_part_16.txt_段1_Material3,,1319999.999999999
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]NC(C(O)=O)CCC([*])=O,,7.0178677189635055,10.1016_j.actbio.2016.12.038_part_3.txt_段1_Material1,,10419999.999999994
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]OCC[*],,5.934498451243568,10.1002_app.44187_part_2.txt_段1_Material3,,860000.0000000013
[*]C([H])([H])C(O)([H])[*],C[Si](C)(C[*])O[*],,6.3979400086720375,10.1016_j.compscitech.2018.06.007_part_1.txt_段1_Material1,,2499999.9999999995
[*]C([H])([H])C(O)([H])[*],C[Si](O[*])(C)[*],,3.9242792860618816,10.1016_j.compscitech.2018.06.007_part_2.txt_段1_Material1,,8399.999999999998
[*]C([H])([H])C(O)([H])[*],O=C(O)C([*])C[*],,3.42845877351558,10.1080_09205063.2019.1706148_part_3.txt_段1_Material1,,2681.9999999999995
[*]C([H])([H])C(O)([H])[*],O=C([*])C(C)O[*],,6.4623979978989565,10.1016_j.carbpol.2014.07.032_part_2.txt_段1_Material3,,2900000.000000003
[*]C([H])([H])C(O)([H])[*],O=C1CCCN1C([*])C[*],,5.847276448275631,10.1080_1539445x.2018.1546191_part_4.txt_段1_Material1,,703519.9999999995
[*]C([H])([H])C(O)([H])[*],OCC1OC(C(C(C1O[*])O)O)[*],,5.041392685158225,10.3390_pr8091149_part_2.txt_段1_Material2,,110000.00000000007
[*]C([H])([H])C(O)([H])[*],[*]C(C)C[*],,7.602059991327962,10.1007_s11771-018-3716-9_part_1.txt_段1_Material1,,39999999.999999925
[*]C([H])([H])C(O)([H])[*],[*]C([H])([H])C(O)([H])[*],,4.661812685537261,10.1016_j.ijadhadh.2019.102539_part_1.txt_段1_Material1,,45899.99999999998
[*]C([H])([H])C(O)([H])[*],[*]CC(C#N)[*],,6.0,10.1088_0964-1726_23_7_075016_part_3.txt_段1_Material1,,1000000.0
[*]C([H])([H])C(O)([H])[*],[*]CCN[*],,5.050147658020303,10.1039_c5ra11662g_part_2.txt_段1_Material3,,112239.9999999999
[*]C([H])([H])C(O)([H])[*],[*]OCC[*],,5.826074802700826,10.1109_jsen.2020.3027672_part_1.txt_段1_Material1,,669999.9999999993
[*]C([H])([H])C(O)([H])[*],[*]O[C@H](C)CC([*])=O,,5.021189299069938,10.1515_polyeng-2014-0202_part_1.txt_段1_Material1,,105000.00000000004
[*]C1=C(C(C[*])=CC=C1)O,COC(C(C[*])([*])C)=O,,6.079181246047625,10.1557_jmr.2015.331_part_2.txt_段1_Material1,,1200000.0000000007
[*]C1=C(C(C[*])=CC=C1)O,O=C(N)C([*])C[*],,3.103803720955957,10.1016_j.agwat.2019.05.020_part_2.txt_段1_Material3,,1269.9999999999998
[*]CC(C#N)[*],COC(C(C[*])([*])C)=O,,7.332438459915605,10.1021_acsanm.0c00364_part_1.txt_段1_Material1,,21499999.99999998
[*]CC(C#N)[*],C[Si](O[*])(C)[*],,3.096910013008056,10.1039_c8sm01271g_part_4.txt_段1_Material1,,1249.9999999999982
[*]CC(C#N)[*],[*]C(C)C[*],,7.4271224218663345,10.1088_1755-1315_330_2_022122_part_1.txt_段1_Material1,,26737600.00000001
[*]CC(C#N)[*],[*]C([H])([H])C(O)([H])[*],,5.0,10.1088_0964-1726_23_7_075016_part_1.txt_段1_Material3,,100000.0
[*]CC(C#N)[*],[*]CC(C#N)[*],,5.174931593528442,10.1038_s41467-019-09218-6_part_1.txt_段1_Material1,,149599.9999999999
[*]CC(C#N)[*],[*]CCN[*],,6.021189299069938,10.1021_acs.iecr.5b01236_part_2.txt_段1_Material5,,1050000.0000000005
[*]CC(C#N)[*],[*]OCC[*],,5.346352974450639,10.1021_acsami.6b00359_part_3.txt_段1_Material2,,222000.0000000001
[*]CC(C)(C(OCCO)=O)[*],O=C(N)C([*])C[*],,3.0791812460476247,10.1590_0104-1428.2097_part_1.txt_段1_Material1,,1199.9999999999995
[*]CC(C)(C(OCCO)=O)[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,3.556302500767288,10.1016_j.eurpolymj.2016.10.023_part_3.txt_段1_Material1,,3600.0000000000077
[*]CC(C)(C(OCCO)=O)[*],[*]CC(C)(C(OCCO)=O)[*],,2.9912260756924947,10.1016_j.eurpolymj.2018.02.035_part_1.txt_段1_Material2,,979.9999999999995
[*]CC(OC(O[*])=O)C,[*]C(C)C[*],,5.742725131304698,10.1177_1558925019849714_part_2.txt_段1_Material1,,552999.9999999995
[*]CC(OC(O[*])=O)C,[*]C(C=C1)=CC=C1S[*],,4.845098040014257,10.1007_s10118-014-1466-1_part_2.txt_段1_Material1,,70000.00000000001
[*]CC(OC(O[*])=O)C,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,5.857030798272624,10.1007_s10853-021-05830-4_part_2.txt_段1_Material3,,719499.9999999999
[*]CC(OC(O[*])=O)C,[*]C([H])([H])C(O)([H])[*],,6.078094150406411,10.1002_pi.6235_part_2.txt_段1_Material4,,1197000.000000001
[*]CC(OC(O[*])=O)C,[*]CCCC([*])OC(C)=O,,5.963787827345556,10.1007_s00289-015-1310-y_part_1.txt_段1_Material1,,920000.0000000006
[*]CC([*])Cl,C/C(C[*])=C/C[*],,3.3010299956639813,10.1016_j.proche.2016.03.105_part_1.txt_段1_Material1,,2000.0
[*]CC([*])Cl,COC(C(C[*])([*])C)=O,,6.392978186542541,10.1080_10739149.2016.1164713_part_2.txt_段1_Material1,,2471600.000000001
[*]CC([*])Cl,O=C([*])C(C)O[*],,6.463445031770428,10.1002_pen.21867_part_1.txt_段1_Material3,,2907000.000000003
[*]CC([*])Cl,O=C1CCCN1C([*])C[*],,6.544068044350276,10.1016_j.memsci.2020.118947_part_1.txt_段1_Material1,,3500000.0000000005
[*]CC([*])Cl,[*]C(C)C[*],,6.152288344383057,10.1080_00914037.2010.531822_part_2.txt_段1_Material1,,1420000.0000000007
[*]CC([*])Cl,[*]C([H])([H])C(O)([H])[*],,6.544068044350276,10.1016_j.coco.2016.06.001_part_1.txt_段1_Material1,,3500000.0000000005
[*]CC([*])Cl,[*]CC(OC(O[*])=O)C,,5.02938377768521,10.1021_acs.macromol.1c00659_part_2.txt_段1_Material1,,107000.0
[*]CC([*])Cl,[*]CCCC([*])OC(C)=O,,6.176091259055681,10.1016_j.compositesa.2014.03.023_part_1.txt_段1_Material1,,1500000.0000000005
[*]CC([*])Cl,[*]OCC[*],,5.787318756624548,10.4028_www.scientific.net_amm.679.128_part_1.txt_段1_Material1,,612800.0000000005
[*]CC=CCCC(C#N)[*],C/C(C[*])=C/C[*],,3.404833716619938,10.1155_2013_798232_part_2.txt_段1_Material1,,2540.0
[*]CC=CCCC(C#N)[*],[*]C(C)C[*],,4.968482948553935,10.1177_0307174x1304000811_part_1.txt_段1_Material1,,92999.99999999993
[*]CC=CCCC(C#N)[*],[*]CC([*])Cl,,6.146128035678238,10.1007_s10973-019-09194-5_part_1.txt_段1_Material1,,1400000.0000000005
[*]CC=CCCC(C#N)[*],[*]CC=CCCC(C#N)[*],,4.008600171761918,10.1515_polyeng-2016-0375_part_1.txt_段1_Material1,,10200.00000000001
[*]CC=CCCC(C#N)[*],[*]CCCC([*])OC(C)=O,,4.089905111439398,10.1002_pc.26049_part_1.txt_段1_Material1,,12300.000000000004
[*]CCC1C([*])C2CCC1C2,[*]CCCC([*])OC(C)=O,,7.05865374157237,10.1002_vnl.21419_part_2.txt_段1_Material1,,11446000.0
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[*]CC=CCCC(C#N)[*],,3.431363764158988,10.1016_j.polymertesting.2020.106608_part_1.txt_段1_Material1,,2700.000000000003
[*]CCCC([*])C(OC)=O,[*]CC=CCCC(C#N)[*],,6.176091259055681,10.1515_chem-2017-0047_part_2.txt_段1_Material1,,1500000.0000000005
[*]CCCC([*])OC(C)=O,C[Si](O[*])(C)[*],,3.3010299956639813,10.1007_s13233-018-6134-9_part_1.txt_段1_Material2,,2000.0
[*]CCCC([*])OC(C)=O,[*]CC=CCCC(C#N)[*],,5.041392685158225,10.1016_j.polymer.2020.122212_part_1.txt_段1_Material1,,110000.00000000007
[*]CCCC([*])OC(C)=O,[*]CCCC([*])OC(C)=O,,4.41161970596323,10.3390_polym11061055_part_3.txt_段1_Material1,,25799.999999999996
[*]CCCC([*])OC(C)=O,[*]CC[*],,5.17897694729317,10.1016_j.polymertesting.2017.08.028_part_3.txt_段1_Material1,,151000.0000000001
[*]CCN[*],O=C(O)C([*])C[*],,5.271841606536499,10.1021_acs.macromol.5b00797_part_1.txt_段1_Material1,,186999.99999999985
[*]CCN[*],O=C([*])C(C)O[*],,5.365487984890899,10.1016_j.wasman.2018.02.045_part_2.txt_段1_Material1,,231999.99999999985
[*]CCN[*],O=C1C([*])C(CC[*])C(O1)=O,,6.377563035549853,10.1016_j.polymertesting.2016.12.026_part_1.txt_段1_Material1,,2385410.0
[*]CCN[*],[*]C(C)C[*],,4.698970004336019,10.1016_j.matdes.2009.07.031_part_2.txt_段1_Material1,,49999.99999999999
[*]CCN[*],[*]C([H])([H])C(O)([H])[*],,7.602059991327962,10.1016_j.conbuildmat.2018.05.163_part_1.txt_段1_Material1,,39999999.999999925
[*]CCN[*],[*]CC([*])CC,,5.622214022966295,10.1155_2014_654260_part_2.txt_段1_Material1,,418999.9999999998
[*]CCN[*],[*]CC([*])Cl,,6.201397124320452,10.1515_polyeng-2012-0004_part_1.txt_段1_Material1,,1590000.000000001
[*]CCN[*],[*]CC=CCCC(C#N)[*],,6.176091259055681,10.1016_j.arabjc.2012.04.007_part_1.txt_段1_Material1,,1500000.0000000005
[*]CCN[*],[*]CCCC([*])OC(C)=O,,6.079181246047625,10.1002_app.49401_part_1.txt_段1_Material1,,1200000.0000000007
[*]CCN[*],[*]CCN[*],,6.2405492482826,10.1021_am201752d_part_1.txt_段1_Material1,,1740000.0000000026
[*]CCN[*],[*]CC[*],,5.891147030448771,10.1016_j.compositesb.2018.07.049_part_2.txt_段1_Material1,,778299.9999999995
[*]CCN[*],[*]OC(CC(OC(CC([*])=O)CC)=O)C,,5.931966114728173,10.1002_app.37957_part_1.txt_段1_Material2,,855000.0000000003
[*]CCN[*],[*]OCC[*],,5.146778989307833,10.3390_molecules26082143_part_6.txt_段1_Material1,,140210.0000000001
[*]CC[*],C/C(C[*])=C/C[*],,5.021189299069938,10.1016_j.polymertesting.2011.06.006_part_2.txt_段1_Material1,,105000.00000000004
[*]CC[*],C[Si](C)(C[*])O[*],,6.008600171761918,10.1016_j.eurpolymj.2019.06.016_part_2.txt_段1_Material1,,1020000.0000000008
[*]CC[*],O=C(O)C([*])C[*],,5.2552725051033065,10.1088_1757-899x_11_1_012001_part_1.txt_段1_Material1,,180000.00000000015
[*]CC[*],O=C([*])C(C)O[*],,6.041392685158225,10.1134_s0965545x16010077_part_1.txt_段1_Material1,,1100000.0000000007
[*]CC[*],O=C1C([*])C(CC[*])C(O1)=O,,6.2455126678141495,10.1177_0892705720962170_part_1.txt_段1_Material1,,1759999.9999999986
[*]CC[*],[*]C(C)C[*],,6.441176499941076,10.1080_09593330.2021.1946162_part_2.txt_段1_Material1,,2761699.999999999
